RECRUITER_CODE,smiles_atom_index,smile_atom
L00171,42,N
L00172,0,C
L00172,1,C
L00172,2,O
L00172,3,N
L00172,4,C
L00172,5,C
L00172,6,C
L00172,7,C
L00172,8,C
L00172,9,O
L00172,10,N
L00172,11,C
L00172,12,C
L00172,13,O
L00172,14,C
L00172,15,O
L00172,16,C
L00172,17,C
L00172,18,C
L00172,19,C
L00172,20,C
L00172,21,C
L00172,22,C
L00172,23,S
L00172,24,O
L00172,25,C
L00172,26,C
L00172,27,N
L00172,28,C
L00172,29,O
L00172,30,C
L00172,31,O
L00172,32,N
L00172,33,C
L00172,34,C
L00173,0,C
L00173,1,C
L00173,2,C
L00173,3,O
L00173,4,N
L00173,5,C
L00173,6,C
L00173,7,O
L00173,8,N
L00173,9,C
L00173,10,C
L00173,11,C
L00173,12,C
L00173,13,C
L00173,14,O
L00173,15,N
L00173,16,C
L00173,17,C
L00173,18,C
L00173,19,C
L00173,20,C
L00173,21,C
L00173,22,C
L00173,23,C
L00173,24,C
L00173,25,C
L00173,26,O
L00173,27,C
L00173,28,C
L00173,29,C
L00173,30,C
L00173,31,C
L00173,32,C
L00173,33,C
L00173,34,C
L00173,35,C
L00173,36,C
L00173,37,N
L00173,38,C
L00174,0,C
L00174,1,C
L00174,2,C
L00174,3,O
L00174,4,N
L00174,5,C
L00174,6,C
L00174,7,O
L00174,8,N
L00174,9,C
L00174,10,C
L00174,11,C
L00174,12,C
L00174,13,C
L00174,14,O
L00174,15,N
L00174,16,C
L00174,17,C
L00174,18,C
L00174,19,C
L00174,20,C
L00174,21,C
L00174,22,C
L00174,23,C
L00174,24,C
L00174,25,C
L00174,26,C
L00174,27,C
L00174,28,C
L00174,29,C
L00174,30,N
L00174,31,C
L00175,0,C
L00175,1,C
L00175,2,C
L00175,3,S
L00175,4,C
L00175,5,N
L00175,6,C
L00175,7,C
L00175,8,C
L00175,9,C
L00175,10,C
L00175,11,C
L00175,12,C
L00175,13,N
L00175,14,C
L00175,15,O
L00175,16,C
L00175,17,C
L00175,18,C
L00175,19,C
L00175,20,N
L00175,21,C
L00175,22,O
L00175,23,C
L00175,24,C
L00175,25,N
L00175,26,C
L00175,27,O
L00175,28,C
L00175,29,O
L00176,0,C
L00176,1,C
L00176,2,C
L00176,3,S
L00176,4,C
L00176,5,N
L00176,6,C
L00176,7,C
L00176,8,C
L00176,9,C
L00176,10,C
L00176,11,C
L00176,12,C
L00176,13,N
L00176,14,C
L00176,15,O
L00176,16,C
L00176,17,C
L00176,18,C
L00176,19,C
L00176,20,N
L00176,21,C
L00176,22,O
L00176,23,C
L00176,24,C
L00176,25,C
L00176,26,C
L00176,27,C
L00176,28,N
L00176,29,C
L00176,30,O
L00176,31,C
L00176,32,C
L00176,33,O
L00176,34,C
L00176,35,O
L00177,0,C
L00177,1,C
L00177,2,C
L00177,3,S
L00177,4,C
L00177,5,N
L00177,6,C
L00177,7,C
L00177,8,C
L00177,9,C
L00177,10,C
L00177,11,C
L00177,12,C
L00177,13,N
L00177,14,C
L00177,15,O
L00177,16,C
L00177,17,C
L00177,18,C
L00177,19,C
L00177,20,N
L00177,21,C
L00177,22,O
L00177,23,C
L00177,24,C
L00177,25,C
L00177,26,C
L00177,27,C
L00177,28,N
L00177,29,C
L00177,30,O
L00177,31,C
L00177,32,C
L00177,33,C
L00177,34,C
L00177,35,O
L00178,0,C
L00178,1,C
L00178,2,C
L00178,3,S
L00178,4,C
L00178,5,N
L00178,6,C
L00178,7,C
L00178,8,C
L00178,9,C
L00178,10,C
L00178,11,C
L00178,12,C
L00178,13,N
L00178,14,C
L00178,15,O
L00178,16,C
L00178,17,C
L00178,18,C
L00178,19,C
L00178,20,N
L00178,21,C
L00178,22,O
L00178,23,C
L00178,24,C
L00178,25,C
L00178,26,C
L00178,27,C
L00178,28,N
L00178,29,C
L00178,30,O
L00178,31,C
L00178,32,C
L00178,33,C
L00178,34,N
L00178,35,C
L00178,36,O
L00178,37,C
L00178,38,O
L00179,0,C
L00179,1,C
L00179,2,C
L00179,3,S
L00179,4,C
L00179,5,N
L00179,6,C
L00179,7,C
L00179,8,C
L00179,9,C
L00179,10,C
L00179,11,C
L00179,12,C
L00179,13,N
L00179,14,C
L00179,15,O
L00179,16,C
L00179,17,C
L00179,18,C
L00179,19,C
L00179,20,N
L00179,21,C
L00179,22,O
L00179,23,C
L00179,24,C
L00179,25,C
L00179,26,C
L00179,27,C
L00179,28,N
L00179,29,C
L00179,30,O
L00179,31,C
L00179,32,C
L00179,33,C
L00179,34,C
L00179,35,O
L00179,36,C
L00179,37,O
L00180,0,C
L00180,1,C
L00180,2,C
L00180,3,S
L00180,4,C
L00180,5,N
L00180,6,C
L00180,7,C
L00180,8,C
L00180,9,C
L00180,10,C
L00180,11,C
L00180,12,C
L00180,13,N
L00180,14,C
L00180,15,O
L00180,16,C
L00180,17,C
L00180,18,C
L00180,19,C
L00180,20,N
L00180,21,C
L00180,22,O
L00180,23,C
L00180,24,C
L00180,25,C
L00180,26,C
L00180,27,C
L00180,28,N
L00180,29,C
L00180,30,O
L00180,31,C
L00180,32,O
L00180,33,O
L00181,0,C
L00181,1,C
L00181,2,C
L00181,3,S
L00181,4,C
L00181,5,N
L00181,6,C
L00181,7,C
L00181,8,C
L00181,9,C
L00181,10,C
L00181,11,C
L00181,12,C
L00181,13,N
L00181,14,C
L00181,15,O
L00181,16,C
L00181,17,C
L00181,18,C
L00181,19,C
L00181,20,N
L00181,21,C
L00181,22,O
L00181,23,C
L00181,24,C
L00181,25,C
L00181,26,C
L00181,27,C
L00181,28,N
L00181,29,C
L00181,30,O
L00181,31,C
L00181,32,C
L00181,33,C
L00181,34,O
L00182,0,C
L00182,1,O
L00182,2,C
L00182,3,C
L00182,4,C
L00182,5,C
L00182,6,C
L00182,7,C
L00182,8,C
L00182,9,C
L00182,10,C
L00182,11,C
L00182,12,O
L00182,13,N
L00182,14,C
L00182,15,O
L00183,0,C
L00183,1,C
L00183,2,O
L00183,3,N
L00183,4,C
L00183,5,C
L00183,6,C
L00183,7,C
L00183,8,C
L00183,9,O
L00183,10,N
L00183,11,C
L00183,12,C
L00183,13,O
L00183,14,C
L00183,15,O
L00183,16,C
L00183,17,C
L00183,18,C
L00183,19,C
L00183,20,C
L00183,21,C
L00183,22,C
L00183,23,S
L00183,24,C
L00183,25,C
L00183,26,N
L00183,27,C
L00183,28,O
L00183,29,C
L00183,30,O
L00183,31,N
L00183,32,C
L00183,33,C
L00183,34,C
L00183,35,C
L00183,36,C
L00183,37,C
L00183,38,C
L00183,39,C
L00183,40,C
L00183,41,O
L00183,42,O
L00184,0,C
L00184,1,C
L00184,2,C
L00184,3,C
L00184,4,N
L00184,5,C
L00184,6,C
L00184,7,O
L00184,8,N
L00184,9,C
L00184,10,C
L00184,11,C
L00184,12,C
L00184,13,C
L00184,14,C
L00184,15,C
L00184,16,N
L00184,17,C
L00184,18,C
L00184,19,C
L00184,20,N
L00184,21,C
L00184,22,O
L00184,23,C
L00184,24,C
L00184,25,C
L00184,26,C
L00184,27,C
L00184,28,C
L00184,29,C
L00184,30,N
L00184,31,C
L00184,32,O
L00184,33,C
L00184,34,C
L00184,35,N
L00184,36,C
L00185,0,C
L00185,1,C
L00185,2,O
L00185,3,N
L00185,4,C
L00185,5,C
L00185,6,C
L00185,7,C
L00185,8,C
L00185,9,O
L00185,10,N
L00185,11,C
L00185,12,C
L00185,13,O
L00185,14,C
L00185,15,O
L00185,16,C
L00185,17,C
L00185,18,C
L00185,19,C
L00185,20,C
L00185,21,C
L00185,22,C
L00185,23,S
L00185,24,C
L00185,25,C
L00185,26,N
L00185,27,C
L00185,28,O
L00185,29,C
L00185,30,O
L00185,31,N
L00185,32,C
L00185,33,C
L00185,34,C
L00185,35,C
L00185,36,C
L00185,37,C
L00185,38,C
L00185,39,C
L00185,40,C
L00185,41,O
L00185,42,O
L00186,0,C
L00186,1,C
L00186,2,C
L00186,3,N
L00186,4,C
L00186,5,C
L00186,6,N
L00186,7,C
L00186,8,C
L00186,9,C
L00186,10,N
L00186,11,C
L00186,12,N
L00186,13,C
L00186,14,O
L00186,15,C
L00186,16,O
L00186,17,C
L00186,18,C
L00186,19,O
L00186,20,N
L00186,21,C
L00186,22,C
L00186,23,C
L00186,24,C
L00186,25,C
L00186,26,C
L00186,27,C
L00186,28,Cl
L00186,29,C
L00186,30,C
L00186,31,C
L00186,32,C
L00186,33,N
L00186,34,C
L00186,35,O
L00186,36,C
L00186,37,Cl
L00187,0,C
L00187,1,C
L00187,2,C
L00187,3,C
L00187,4,C
L00187,5,C
L00187,6,O
L00187,7,N
L00187,8,C
L00187,9,O
L00187,10,C
L00187,11,C
L00187,12,C
L00187,13,C
L00187,14,C
L00187,15,C
L00187,16,N
L00188,0,C
L00188,1,C
L00188,2,C
L00188,3,N
L00188,4,C
L00188,5,C
L00188,6,N
L00188,7,C
L00188,8,N
L00188,9,C
L00188,10,C
L00188,11,O
L00188,12,C
L00188,13,C
L00188,14,C
L00188,15,C
L00188,16,C
L00188,17,O
L00188,18,N
L00188,19,C
L00188,20,C
L00188,21,C
L00188,22,C
L00188,23,C
L00188,24,C
L00188,25,C
L00188,26,N
L00188,27,C
L00188,28,O
L00188,29,C
L00188,30,C
L00188,31,C
L00188,32,C
L00188,33,C
L00188,34,C
L00188,35,C
L00188,36,F
L00188,37,C
L00188,38,C
L00189,0,C
L00189,1,C
L00189,2,N
L00189,3,C
L00189,4,C
L00189,5,C
L00189,6,N
L00189,7,C
L00189,8,N
L00189,9,C
L00189,10,C
L00189,11,C
L00189,12,C
L00189,13,O
L00189,14,C
L00189,15,O
L00189,16,O
L00189,17,O
L00189,18,N
L00190,0,C
L00190,1,N
L00190,2,C
L00190,3,C
L00190,4,C
L00190,5,N
L00190,6,N
L00190,7,C
L00190,8,N
L00190,9,C
L00190,10,C
L00190,11,C
L00190,12,C
L00190,13,O
L00190,14,C
L00190,15,O
L00190,16,P
L00190,17,O
L00190,18,O
L00190,19,O
L00190,20,P
L00190,21,O
L00190,22,O
L00190,23,O
L00190,24,N
L00191,0,C
L00191,1,C
L00191,2,C
L00191,3,C
L00191,4,N
L00191,5,C
L00191,6,N
L00191,7,C
L00191,8,N
L00191,9,N
L00191,10,C
L00191,11,N
L00191,12,C
L00191,13,C
L00191,14,C
L00191,15,C
L00191,16,C
L00191,17,O
L00191,18,O
L00191,19,O
L00192,0,C
L00192,1,C
L00192,2,C
L00192,3,C
L00192,4,C
L00192,5,C
L00192,6,C
L00192,7,O
L00192,8,C
L00192,9,C
L00192,10,O
L00192,11,C
L00192,12,O
L00192,13,O
L00193,0,C
L00193,1,N
L00193,2,C
L00193,3,C
L00193,4,C
L00193,5,N
L00193,6,N
L00193,7,C
L00193,8,N
L00193,9,C
L00193,10,C
L00193,11,C
L00193,12,C
L00193,13,O
L00193,14,C
L00193,15,O
L00193,16,P
L00193,17,O
L00193,18,O
L00193,19,O
L00193,20,P
L00193,21,O
L00193,22,O
L00193,23,O
L00193,24,P
L00193,25,O
L00193,26,O
L00193,27,O
L00193,28,P
L00193,29,O
L00193,30,O
L00193,31,O
L00193,32,O
L00193,33,O
L00193,34,N
L00194,0,C
L00194,1,C
L00194,2,C
L00194,3,O
L00194,4,C
L00194,5,C
L00194,6,C
L00194,7,C
L00194,8,C
L00194,9,C
L00194,10,C
L00194,11,N
L00194,12,C
L00194,13,C
L00194,14,N
L00194,15,C
L00194,16,O
L00194,17,N
L00194,18,C
L00194,19,C
L00194,20,N
L00194,21,C
L00194,22,O
L00194,23,C
L00194,24,C
L00194,25,C
L00194,26,C
L00194,27,C
L00194,28,C
L00194,29,C
L00194,30,Cl
L00194,31,Cl
L00194,32,C
L00194,33,C
L00194,34,C
L00194,35,C
L00194,36,C
L00194,37,C
L00194,38,Cl
L00194,39,Cl
L00194,40,O
L00194,41,C
L00195,0,C
L00195,1,C
L00195,2,C
L00195,3,C
L00195,4,C
L00195,5,C
L00195,6,O
L00195,7,C
L00195,8,C
L00195,9,O
L00195,10,N
L00195,11,C
L00195,12,C
L00195,13,C
L00195,14,C
L00195,15,C
L00195,16,C
L00196,0,C
L00196,1,C
L00196,2,C
L00196,3,C
L00196,4,C
L00196,5,C
L00196,6,F
L00196,7,N
L00196,8,C
L00196,9,C
L00196,10,C
L00196,11,C
L00196,12,C
L00196,13,N
L00196,14,C
L00196,15,C
L00196,16,C
L00196,17,N
L00196,18,C
L00196,19,N
L00196,20,N
L00196,21,C
L00196,22,C
L00196,23,O
L00196,24,C
L00196,25,C
L00197,0,C
L00197,1,C
L00197,2,C
L00197,3,C
L00197,4,C
L00197,5,C
L00197,6,N
L00197,7,C
L00197,8,C
L00197,9,N
L00197,10,N
L00197,11,C
L00197,12,O
L00197,13,Cl
L00198,0,C
L00198,1,C
L00198,2,C
L00198,3,C
L00198,4,N
L00198,5,C
L00198,6,O
L00198,7,C
L00198,8,C
L00198,9,C
L00198,10,C
L00198,11,C
L00198,12,C
L00198,13,C
L00198,14,C
L00198,15,N
L00198,16,C
L00198,17,C
L00198,18,O
L00198,19,O
L00198,20,Cl
L00198,21,N
L00198,22,C
L00198,23,C
L00198,24,C
L00198,25,C
L00198,26,C
L00198,27,C
L00198,28,C
L00198,29,F
L00198,30,F
L00198,31,F
L00198,32,C
L00198,33,O
L00199,0,C
L00199,1,C
L00199,2,C
L00199,3,C
L00199,4,O
L00199,5,N
L00199,6,C
L00199,7,C
L00199,8,C
L00199,9,C
L00199,10,C
L00199,11,C
L00199,12,C
L00199,13,C
L00199,14,C
L00199,15,N
L00199,16,C
L00199,17,O
L00199,18,C
L00199,19,O
L00199,20,N
L00199,21,C
L00199,22,C
L00199,23,C
L00199,24,C
L00199,25,C
L00199,26,C
L00199,27,C
L00199,28,C
L00199,29,C
L00199,30,C
L00199,31,C
L00199,32,C
L00199,33,C
L00199,34,N
L00199,35,C
L00200,0,C
L00200,1,C
L00200,2,C
L00200,3,C
L00200,4,C
L00200,5,C
L00200,6,C
L00200,7,C
L00200,8,C
L00200,9,C
L00200,10,C
L00200,11,C
L00200,12,C
L00200,13,C
L00200,14,C
L00200,15,O
L00200,16,O
L00200,17,N
L00201,0,C
L00201,1,C
L00201,2,C
L00201,3,C
L00201,4,C
L00201,5,C
L00201,6,C
L00201,7,C
L00201,8,N
L00201,9,C
L00201,10,N
L00201,11,C
L00201,12,C
L00201,13,C
L00201,14,C
L00201,15,C
L00201,16,C
L00201,17,C
L00201,18,Cl
L00201,19,C
L00201,20,C
L00201,21,C
L00201,22,C
L00201,23,C
L00201,24,C
L00201,25,C
L00201,26,N
L00201,27,C
L00201,28,C
L00201,29,O
L00201,30,N
L00201,31,C
L00201,32,C
L00201,33,N
L00201,34,C
L00201,35,C
L00201,36,O
L00201,37,C
L00201,38,C
L00201,39,Cl
L00202,0,C
L00202,1,C
L00202,2,C
L00202,3,C
L00202,4,O
L00202,5,N
L00202,6,C
L00202,7,C
L00202,8,C
L00202,9,C
L00202,10,C
L00202,11,C
L00202,12,C
L00202,13,C
L00202,14,N
L00202,15,C
L00202,16,O
L00202,17,C
L00202,18,O
L00202,19,N
L00202,20,C
L00202,21,C
L00202,22,C
L00202,23,C
L00202,24,C
L00202,25,C
L00202,26,C
L00202,27,C
L00202,28,C
L00202,29,C
L00202,30,C
L00202,31,C
L00202,32,C
L00202,33,C
L00202,34,C
L00202,35,N
L00202,36,C
L00202,37,C
L00202,38,C
L00202,39,C
L00202,40,C
L00202,41,C
L00202,42,C
L00202,43,N
L00202,44,C
L00203,0,C
L00203,1,C
L00203,2,C
L00203,3,C
L00203,4,C
L00203,5,C
L00203,6,C
L00203,7,C
L00203,8,C
L00203,9,C
L00203,10,C
L00203,11,C
L00203,12,C
L00203,13,C
L00203,14,O
L00203,15,O
L00204,0,C
L00204,1,C
L00204,2,C
L00204,3,C
L00204,4,C
L00204,5,C
L00204,6,C
L00204,7,O
L00204,8,N
L00204,9,C
L00204,10,C
L00204,11,C
L00204,12,O
L00204,13,O
L00205,0,C
L00205,1,C
L00205,2,C
L00205,3,O
L00205,4,N
L00205,5,C
L00205,6,C
L00205,7,C
L00205,8,C
L00205,9,C
L00205,10,C
L00205,11,C
L00205,12,C
L00205,13,N
L00205,14,C
L00205,15,O
L00205,16,C
L00205,17,N
L00205,18,C
L00205,19,O
L00205,20,C
L00205,21,C
L00205,22,N
L00205,23,C
L00205,24,C
L00205,25,O
L00205,26,N
L00205,27,C
L00205,28,C
L00205,29,C
L00205,30,C
L00205,31,C
L00205,32,C
L00205,33,C
L00206,0,C
L00206,1,C
L00206,2,C
L00206,3,C
L00206,4,O
L00206,5,N
L00206,6,C
L00206,7,C
L00206,8,C
L00206,9,C
L00206,10,C
L00206,11,C
L00206,12,C
L00206,13,C
L00206,14,N
L00206,15,C
L00206,16,O
L00206,17,C
L00206,18,O
L00206,19,N
L00206,20,C
L00206,21,C
L00206,22,C
L00206,23,C
L00206,24,C
L00206,25,C
L00206,26,C
L00206,27,C
L00206,28,C
L00206,29,C
L00206,30,C
L00206,31,C
L00206,32,O
L00206,33,N
L00206,34,C
L00207,0,C
L00207,1,C
L00207,2,N
L00207,3,C
L00207,4,O
L00207,5,N
L00207,6,C
L00207,7,N
L00207,8,C
L00207,9,C
L00207,10,C
L00207,11,C
L00207,12,O
L00207,13,C
L00207,14,O
L00207,15,P
L00207,16,O
L00207,17,O
L00207,18,O
L00207,19,O
L00207,20,O
L00208,0,C
L00208,1,C
L00208,2,C
L00208,3,O
L00208,4,O
L00208,5,N
L00208,6,S
L00208,7,C
L00208,8,C
L00208,9,O
L00208,10,O
L00209,0,C
L00209,1,C
L00209,2,C
L00209,3,N
L00209,4,C
L00209,5,C
L00209,6,O
L00209,7,C
L00209,8,O
L00209,9,N
L00209,10,C
L00209,11,C
L00209,12,C
L00209,13,C
L00209,14,C
L00209,15,O
L00209,16,N
L00209,17,C
L00209,18,C
L00209,19,C
L00209,20,C
L00209,21,N
L00209,22,C
L00209,23,C
L00209,24,C
L00209,25,C
L00209,26,C
L00209,27,C
L00209,28,C
L00209,29,O
L00209,30,O
L00209,31,N
L00210,0,C
L00210,1,C
L00210,2,C
L00210,3,C
L00210,4,N
L00210,5,C
L00210,6,C
L00210,7,C
L00210,8,C
L00210,9,C
L00210,10,C
L00210,11,C
L00210,12,C
L00210,13,O
L00210,14,C
L00210,15,O
L00210,16,N
L00210,17,C
L00210,18,C
L00210,19,O
L00210,20,O
L00210,21,N
L00210,22,O
L00211,0,C
L00211,1,C
L00211,2,C
L00211,3,O
L00211,4,O
L00211,5,N
L00211,6,S
L00211,7,S
L00211,8,O
L00211,9,O
L00211,10,O
L00212,0,C
L00212,1,C
L00212,2,C
L00212,3,C
L00212,4,C
L00212,5,C
L00212,6,C
L00212,7,N
L00212,8,N
L00212,9,N
L00212,10,C
L00212,11,C
L00212,12,C
L00212,13,C
L00212,14,C
L00212,15,C
L00212,16,C
L00212,17,C
L00212,18,O
L00212,19,O
L00212,20,C
L00212,21,O
L00212,22,N
L00212,23,C
L00212,24,C
L00212,25,C
L00212,26,C
L00212,27,C
L00212,28,N
L00212,29,C
L00212,30,O
L00212,31,O
L00213,0,C
L00213,1,N
L00213,2,C
L00213,3,C
L00213,4,C
L00213,5,N
L00213,6,N
L00213,7,C
L00213,8,N
L00213,9,C
L00213,10,C
L00213,11,C
L00213,12,C
L00213,13,O
L00213,14,C
L00213,15,O
L00213,16,P
L00213,17,O
L00213,18,O
L00213,19,O
L00213,20,O
L00213,21,N
L00214,0,C
L00214,1,C
L00214,2,O
L00214,3,N
L00214,4,C
L00214,5,C
L00214,6,C
L00214,7,C
L00214,8,C
L00214,9,C
L00214,10,C
L00214,11,C
L00214,12,C
L00214,13,N
L00214,14,O
L00215,0,C
L00215,1,C
L00215,2,C
L00215,3,C
L00215,4,C
L00215,5,C
L00215,6,C
L00215,7,C
L00215,8,C
L00215,9,N
L00215,10,C
L00215,11,N
L00215,12,C
L00215,13,C
L00215,14,C
L00215,15,O
L00215,16,C
L00215,17,O
L00215,18,C
L00215,19,C
L00215,20,O
L00215,21,N
L00215,22,C
L00215,23,C
L00215,24,O
L00215,25,C
L00215,26,C
L00216,0,C
L00216,1,C
L00216,2,C
L00216,3,C
L00216,4,C
L00216,5,C
L00216,6,C
L00216,7,C
L00216,8,C
L00216,9,O
L00216,10,O
L00216,11,O
L00216,12,O
L00217,0,C
L00217,1,C
L00217,2,C
L00217,3,C
L00217,4,C
L00217,5,C
L00217,6,C
L00217,7,C
L00217,8,O
L00217,9,N
L00217,10,C
L00217,11,C
L00217,12,C
L00217,13,C
L00217,14,C
L00217,15,C
L00217,16,C
L00217,17,O
L00217,18,N
L00217,19,C
L00217,20,C
L00217,21,C
L00217,22,C
L00217,23,C
L00217,24,C
L00217,25,C
L00217,26,Cl
L00217,27,C
L00217,28,O
L00217,29,O
L00217,30,I
L00217,31,Cl
L00218,0,C
L00218,1,C
L00218,2,C
L00218,3,C
L00218,4,S
L00218,5,S
L00218,6,O
L00218,7,O
L00219,0,C
L00219,1,C
L00219,2,C
L00219,3,O
L00219,4,C
L00219,5,N
L00219,6,C
L00219,7,C
L00219,8,C
L00219,9,O
L00219,10,N
L00219,11,C
L00219,12,O
L00219,13,C
L00219,14,O
L00219,15,O
L00220,0,C
L00220,1,C
L00220,2,C
L00220,3,S
L00220,4,C
L00220,5,N
L00220,6,C
L00220,7,C
L00220,8,C
L00220,9,C
L00220,10,C
L00220,11,C
L00220,12,C
L00220,13,N
L00220,14,C
L00220,15,S
L00220,16,C
L00220,17,C
L00220,18,C
L00220,19,C
L00220,20,N
L00220,21,C
L00220,22,O
L00220,23,C
L00220,24,C
L00220,25,N
L00220,26,C
L00220,27,O
L00220,28,C
L00220,29,O
L00221,0,C
L00221,1,C
L00221,2,C
L00221,3,S
L00221,4,C
L00221,5,N
L00221,6,C
L00221,7,C
L00221,8,C
L00221,9,C
L00221,10,C
L00221,11,C
L00221,12,C
L00221,13,N
L00221,14,C
L00221,15,O
L00221,16,C
L00221,17,C
L00221,18,C
L00221,19,C
L00221,20,N
L00221,21,C
L00221,22,S
L00221,23,C
L00221,24,C
L00221,25,N
L00221,26,C
L00221,27,O
L00221,28,C
L00221,29,O
L00222,0,C
L00222,1,C
L00222,2,C
L00222,3,S
L00222,4,C
L00222,5,N
L00222,6,C
L00222,7,C
L00222,8,C
L00222,9,C
L00222,10,C
L00222,11,C
L00222,12,C
L00222,13,N
L00222,14,C
L00222,15,S
L00222,16,C
L00222,17,C
L00222,18,C
L00222,19,C
L00222,20,N
L00222,21,C
L00222,22,S
L00222,23,C
L00222,24,C
L00222,25,N
L00222,26,C
L00222,27,O
L00222,28,C
L00222,29,O
L00223,0,C
L00223,1,C
L00223,2,C
L00223,3,N
L00223,4,C
L00223,5,C
L00223,6,O
L00223,7,C
L00223,8,C
L00223,9,C
L00223,10,O
L00223,11,O
L00223,12,N
L00223,13,C
L00223,14,O
L00223,15,O
L00224,0,C
L00224,1,C
L00224,2,C
L00224,3,C
L00224,4,C
L00224,5,C
L00224,6,F
L00224,7,N
L00224,8,C
L00224,9,C
L00224,10,C
L00224,11,C
L00224,12,C
L00224,13,O
L00224,14,O
L00224,15,N
L00225,0,C
L00225,1,C
L00225,2,C
L00225,3,C
L00225,4,C
L00225,5,C
L00225,6,O
L00225,7,O
L00225,8,C
L00225,9,O
L00225,10,N
L00225,11,C
L00225,12,C
L00225,13,O
L00225,14,C
L00225,15,O
L00225,16,C
L00225,17,C
L00225,18,O
L00225,19,C
L00225,20,O
L00225,21,C
L00225,22,C
L00225,23,O
L00225,24,C
L00225,25,O
L00225,26,N
L00225,27,C
L00225,28,O
L00225,29,C
L00225,30,C
L00225,31,C
L00225,32,C
L00225,33,C
L00225,34,C
L00225,35,O
L00225,36,O
L00225,37,N
L00225,38,C
L00225,39,O
L00225,40,C
L00225,41,C
L00225,42,C
L00225,43,C
L00225,44,C
L00225,45,C
L00225,46,O
L00225,47,O
L00226,0,C
L00226,1,C
L00226,2,N
L00226,3,C
L00226,4,N
L00226,5,N
L00226,6,C
L00226,7,O
L00226,8,C
L00226,9,C
L00226,10,N
L00226,11,C
L00226,12,N
L00226,13,C
L00226,14,C
L00226,15,C
L00226,16,C
L00226,17,O
L00226,18,C
L00226,19,O
L00226,20,P
L00226,21,O
L00226,22,O
L00226,23,O
L00226,24,O
L00226,25,F
L00227,0,C
L00227,1,C
L00227,2,C
L00227,3,C
L00227,4,C
L00227,5,O
L00227,6,C
L00227,7,C
L00227,8,N
L00227,9,C
L00227,10,C
L00227,11,C
L00227,12,C
L00227,13,C
L00227,14,C
L00227,15,C
L00227,16,O
L00227,17,N
L00227,18,O
L00227,19,O
L00227,20,Cl
L00227,21,N
L00227,22,C
L00227,23,C
L00227,24,C
L00227,25,C
L00227,26,C
L00227,27,C
L00227,28,Cl
L00227,29,Cl
L00228,0,C
L00228,1,C
L00228,2,C
L00228,3,S
L00228,4,C
L00228,5,N
L00228,6,C
L00228,7,C
L00228,8,C
L00228,9,C
L00228,10,C
L00228,11,C
L00228,12,C
L00228,13,N
L00228,14,C
L00228,15,O
L00228,16,C
L00228,17,C
L00228,18,C
L00228,19,C
L00228,20,N
L00228,21,C
L00228,22,O
L00228,23,C
L00228,24,C
L00228,25,C
L00228,26,C
L00228,27,C
L00228,28,N
L00228,29,C
L00228,30,O
L00228,31,C
L00228,32,O
L00228,33,F
L00229,0,C
L00229,1,C
L00229,2,C
L00229,3,S
L00229,4,C
L00229,5,N
L00229,6,C
L00229,7,C
L00229,8,C
L00229,9,C
L00229,10,C
L00229,11,C
L00229,12,C
L00229,13,N
L00229,14,C
L00229,15,O
L00229,16,C
L00229,17,C
L00229,18,C
L00229,19,C
L00229,20,N
L00229,21,C
L00229,22,O
L00229,23,C
L00229,24,C
L00229,25,C
L00229,26,C
L00229,27,C
L00229,28,N
L00229,29,C
L00229,30,O
L00229,31,C
L00229,32,O
L00229,33,F
L00230,0,C
L00230,1,C
L00230,2,C
L00230,3,C
L00230,4,C
L00230,5,C
L00230,6,C
L00230,7,N
L00230,8,C
L00230,9,C
L00230,10,C
L00230,11,N
L00230,12,C
L00230,13,N
L00230,14,C
L00230,15,C
L00230,16,C
L00230,17,C
L00230,18,C
L00230,19,N
L00230,20,C
L00230,21,N
L00230,22,C
L00230,23,O
L00230,24,C
L00230,25,O
L00230,26,C
L00230,27,C
L00230,28,O
L00230,29,C
L00230,30,C
L00230,31,C
L00230,32,C
L00230,33,C
L00230,34,C
L00230,35,C
L00230,36,Cl
L00230,37,Cl
L00231,0,H
L00231,1,N
L00231,2,C
L00231,3,N
L00231,4,S
L00231,5,C
L00231,6,C
L00231,7,C
L00231,8,C
L00231,9,C
L00231,10,C
L00231,11,C
L00231,12,Cl
L00232,0,C
L00232,1,C
L00232,2,C
L00232,3,C
L00232,4,C
L00232,5,C
L00232,6,N
L00232,7,C
L00232,8,O
L00232,9,C
L00232,10,N
L00232,11,C
L00232,12,C
L00232,13,C
L00232,14,C
L00232,15,C
L00232,16,O
L00232,17,C
L00232,18,O
L00233,0,C
L00233,1,O
L00233,2,C
L00233,3,O
L00233,4,C
L00233,5,C
L00233,6,C
L00233,7,C
L00233,8,N
L00233,9,C
L00233,10,C
L00233,11,O
L00234,0,C
L00234,1,C
L00234,2,C
L00234,3,C
L00234,4,C
L00234,5,C
L00234,6,O
L00234,7,C
L00234,8,O
L00234,9,N
L00234,10,C
L00234,11,O
L00234,12,C
L00234,13,C
L00234,14,C
L00234,15,C
L00234,16,O
L00234,17,N
L00234,18,C
L00234,19,O
L00235,0,C
L00235,1,C
L00235,2,C
L00235,3,C
L00235,4,C
L00235,5,C
L00235,6,N
L00235,7,C
L00235,8,O
L00235,9,C
L00235,10,C
